,tweetids,topics,alltopics,categories,MultimediaShare,Hashtags,PastNews,Sentiment,Discussion,KnownAlready,Factoid,EmergingThreats,ContinuingNews,Irrelevant,Donations,ThirdPartyObservation,Volunteer,CleanUp,Advice,InformationWanted,FirstPartyObservation,cleanedtweets
500,965303221873987584,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"After Florida, I see the NRA as nothing less than a terrorist organization"
501,965302932731236354,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion', 'KnownAlready']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Just commented on : WATCH: Survivor 'calls BS' on Trump's response to mass shooting at Florida school…
502,965297639779635200,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Trump uses Florida school massacre as excuse to attack FBI's Russia probe via
503,965292699216576512,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Sentiment']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Yeah Florida is full of meth and school shooting but that Publix chicken tender sub!!
504,965292661585469440,flSchoolShooting2018,flSchoolShooting2018,"['InformationWanted', 'MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,: UPDATED: Worried loved ones need help finding these missing people after Florida school shooting h…
505,965285264435367936,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'Hashtags', 'PastNews', 'Sentiment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,: #LyingSackOfShit says #FBI missed #ParklandShooting as because they were to busy with #RussiaProbe W…
506,965260924205531136,flSchoolShooting2018,flSchoolShooting2018,"['ThirdPartyObservation', 'MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Two days after surviving school shooting, Florida teacher gives advice to schools"
507,965253602058088449,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,in a month that school shooting won’t even be talked about.
508,965249881035157505,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'Hashtags', 'PastNews', 'Discussion']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Florida school shooting: Students to march on Washington Via BBC #Agribusiness #Investor #Nigeria
509,965249812047323136,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: In America we average about one school shooting a week; My trash gets picked up once a week.That means on a weekly basis a s…
510,965243595174408192,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Trump uses Florida school massacre as excuse to attack FBI’s Russia probe. This man, , is an effing…"
511,965241827862466562,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,: Vicente Fox: Florida school shooting is ‘what you get’ from ‘aggressive’ White House | TheHill #SmartNews
512,965239729892614145,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'Factoid', 'PastNews', 'Discussion']",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,This is America: 9 out of 10 public schools now hold mass shooting drills for students It's…
513,965239096745627649,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion', 'KnownAlready']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,: I’m not tryna be racist or funny. But u can say what u want about blacks. But we ain’t shooting up no school or anything…
514,965237509335662592,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Florida school shooting survivors turn grief into action
515,965232206972116992,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,": ""I Do Not Need This Rifle"": This Man Gave Up His AR-15-Style Gun Because Of The Florida School Shooting"
516,965225462644592640,flSchoolShooting2018,flSchoolShooting2018,"['Factoid', 'PastNews', 'Discussion']",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Deputies went to his home 39 TIMES over 7 yrs AND agency did an…
517,965223389559492609,flSchoolShooting2018,flSchoolShooting2018,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Grandmother foils grandson""s alleged school shooting plot in Washington."
518,965222864663216128,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,": After surviving the Florida school shooting, a teacher — and registered Republican — (cont)"
519,965208559444049920,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Somber Vigil In East Hampton For School Shooting Victims: Photos
520,965197111754219521,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Florida School Shooting Survivor Emma Gonzalez Is Absolutely Dismantling Politicians &amp; The…
521,965168884994248705,flSchoolShooting2018,flSchoolShooting2018,"['Hashtags', 'PastNews', 'Discussion']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: Vote Vote Vote Vote Vote Vote Vote Vote Vote Vote Vote Vote Vote Vote Vote Vote Vote Vote One for every school shooting in…
522,965164413979365377,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Trump attacks FBI over school shooting
523,965162439057788928,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sarah Palin on Florida School Shooting: We Need to Discuss the Failure of the FBI, Not Second Amendment"
524,965161758263562241,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Sentiment']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,: A public defender for the 19-year-old Florida man who gunned down 17 people at a high school breaks down when speaking to…
525,965144220871864320,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"I live in a nation with strict gun laws, guess how many school shooting we’ve had in our entire history? ZERO."
526,965090436053336064,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Y’all want to know something? After this mass school shooting that happened in Florida. I’m scared to go to the UTR…
527,965087628180647937,flSchoolShooting2018,flSchoolShooting2018,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,a photo taken of a student and a teacher in 1973 guarding a Delaware high school after someone called in a shooting…
528,965075894187495424,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,The problems are many 1: mental health and the drugs used. IN EVERY SCHOOL SHOOTING this is the com…
529,965073586854785024,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'Hashtags', 'PastNews', 'Discussion']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,". didn't hold back when he called out ""Hollywood liberals"" on their alleged hypocrisy on gun control.…"
530,965059110717796352,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"CNN : Florida school shooting survivor Emma Gonzalez to lawmakers and gun advocates: ""We call BS""…"
531,965058634278473729,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Retweeted Ana Navarro (): You left out “cutting”. It should read: “Two days before school shooting...
532,965044566112968704,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Sentiment']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Vicente who? Fmr Mexican President Fox: FL School Shooting 'What You Get' When 'Aggressive, Violent Language' Come…"
533,965035910508228608,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"I think we should not only arm teachers, but also give them skis so that way they can compete in the school-shooting biathlon."
534,965029371831500800,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'Hashtags', 'PastNews', 'Sentiment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,School Shooting Survivor: GOP Cares More About 'Rainbow Wedding Cakes' Than Dead Kids (VIDEO) #GunControl
535,965026974501621760,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'Hashtags', 'PastNews', 'Discussion']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,#wiunion #wiresist RT : Protesters gather outside of Mike Gallagher's office following a school shooting i…
536,965022631555731457,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Donald Trump blamed the Florida school shooting on mental illness. Here's what he's done on the issue…
537,965016128517910528,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'Let's do what needs to be done': Florida school shooting puts more pressure on gun lobby
538,965011665204006912,flSchoolShooting2018,flSchoolShooting2018,"['Hashtags', 'PastNews', 'Discussion']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Florida school shooting survivor to lawmakers ""Make some compromises"". #D17"
539,965005213055705088,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,At least three major issues on Florida assassin not mentioned from major media: 1) Multiple shooters report…
540,964996794437513217,flSchoolShooting2018,flSchoolShooting2018,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,: Video Resurfaces of Sheriff Serving Ultimate Dose of Reality About Media-Driven Mental Health Crisis After School Shooting ht…
541,964986672344719361,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: Okay can the arabs tweeting and retweeting so much about the school shooting that happened in florida chill? I haven't seen…
542,964969379539705861,flSchoolShooting2018,flSchoolShooting2018,"['Hashtags', 'PastNews', 'Discussion']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,State investigated after Fa. #school #shooting #suspect cut himself - Feb 17 4:06 PM ET
543,964963455471095809,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Here’s a bright idea, what if school teachers got trained on situations like the Florida shooting, and were always…"
544,964954135903850497,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Sentiment']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"abortion is legal in australia and they haven’t had a mass shooting in decades. this tea is lukewarm, old news. i…"
545,964950412917923840,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"""Florida School Massacre Suspect on Authorities' Radar in 2016: Report"" by REUTERS via NYT"
546,964945534984376320,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Sentiment']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeff Sessions’ Speech on Florida School Shooting Is a Nonsensical Symphony of Racist Dog Whistles
547,964934221151207424,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Adults Offered 'Thoughts and Prayers' After the Florida School Shooting. But the Students Who Survived Want Action
548,964933869538553856,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: Jimmy Kimmel Warns Donald Trump And “Buddies”: Bowing Heads In Prayer Is Empty Gesture After School Shooting ~ Might as well…
549,964933684175491072,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Sentiment']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,President Fuck-Your-Feelings Is All Smiles For School Shooting Photo-ops via
550,964925414434131968,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: I am by no means trying to lessen the seriousness of the shooting in Florida yesterday because one school shooting is to…
551,964907679247454208,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'Sharknado' Star Cassie Scerbo Is a Graduate of Florida Shooting High School
552,964905218369466373,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Florida shooter willing to plead guilty to avoid death penalty, public defender says -/Premeditate isDEATH penalty"
553,964896679014076417,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Basketball Player Fighting For Her Life After Shooting At Florida School
554,964890038113898496,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,: Football coach Aaron Feis sacrificed his life to save students during the Florida school shooting
555,964886951743672320,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Schools across US receive threats of violence following Florida high school shooting
556,964886668842033152,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,": Want to stop school shooting? Let’s hire the homeless war veterans. Give them $40,000 a yr and an apartment paid by the cit…"
557,964881227944681473,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Jimmy Kimmel to Trump after school shooting: 'You've literally done nothing' - CNNMoney
558,964880881407049729,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'Hashtags', 'PastNews', 'Discussion']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"The #MSM exploits every school shooting to push repealing the #2A and taking guns from lawful citizens, turning the…"
559,964876273888780289,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Four Truths About the Florida School Shooting
560,964876121119625217,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Sentiment', 'Irrelevant']",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Abortion is a way more worse tragedy than any school shooting. Babies can't run away a…
561,964875592100294656,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'Hashtags', 'PastNews', 'Discussion']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tweeters Rip Donald Trump Over 'Tone Deaf' Thumbs-Up Pose With School Shooting Cops Trump:…
562,964872028951019520,flSchoolShooting2018,flSchoolShooting2018,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,: Another school shooting narrowly avoided. Kudos to the student and all involved in preventing another tragedy. https:/…
563,964859260441067520,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: ‘Enough is enough.’ Grieving families mourn Florida school shooting victims while police search for answers
564,964850675401281536,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"‘No child, no teacher should ever be in danger in an American school,' Trump says after Florida shooting, but we st…"
565,964841616325431296,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,: President Donald Trump has made a grim trip to a Florida community reeling from a deadly school shooting.
566,964841580388671489,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: Mass shootings are horrific enough; using inflated or misleading statistics undermines the credibility of those (legitimately)…
567,964835017720500225,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Sentiment']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,School shooting survivor : “There is a segment of this society that will shrug this off and send the…
568,964833238655971328,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,": Florida school shooting witness: ""This is something that we can't let keep happening because if we do and we get used to i…"
569,964831660880596994,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Irrelevant']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,What? Yes it has. There hasn't been a single school shooting since. How is that nothing?
570,964827547027427328,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'Hashtags', 'PastNews', 'Discussion']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,#Investing $MKAU Pressure mounts on FBI director to resign as Florida community reels
571,964824504903045120,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mental health red flags missed leading up to school shooting - Wink News
572,964820148480716800,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Sentiment']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Nice. Guns are illegal in malaysia too n there hasnt been 1 school shooting
573,964798451845419008,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion', 'KnownAlready']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Florida school shooting: Trump visits victims in hospital, thanks medical staff"
574,964795303147786241,flSchoolShooting2018,flSchoolShooting2018,"['Hashtags', 'PastNews', 'Discussion', 'KnownAlready']",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,TRUE AMAZING PRESIDENT TRUMP! Visits with children of school shooting. SO PROUD!! #ThankGODforTRUMP
575,964790177234333702,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Wow. You had to go back to 2010 to find an example of a mass shooting. Pathetic. The last…
576,964773999791214592,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Florida shooting: FBI received tip about 'I'm going to be a professional school shooter' YouTube comment
577,964765777826955266,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: OMG! is giving a thumbs up meeting a patient victim of a school shooting like he's doing a rally and humit…
578,964751060953911296,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No school shooting here in the uk for 25 years since w…
579,964746062127775745,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Columbus trends now: Fire Ball, florida school shooting, Law Enforcement, Florida High School, Flyers."
580,964744583031631872,flSchoolShooting2018,flSchoolShooting2018,"['Factoid', 'PastNews', 'KnownAlready']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,The Florida school shooting victims: Aaron Feis Jaime Guttenberg Martin Duque Chris Hixon Scott Beigel Alaina Pett…
581,964725445425029120,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Trump meets Florida school shooting survivors as calls grow for tougher gun laws by Catherine Lucey - The Associate…
582,964718635175632896,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cruz: Democrats trying to politicize Florida school shooting
583,964714294725132292,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"FBI admits failure to act on Florida school gunman, drawing anger"
584,966373805961678848,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"STRANGE: Student Anti-Gun Activist and Florida School Shooting Survivor Appeared on CBS Six Months Ago, is Seemingl…"
585,966370207290839041,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,مع تعاطفي الكامل مع هؤلاء الشباب الذي نجوا من مذابح ال Mass shooting في أمريكا، بس تعريف بني آدم school shooting su…
586,966366524972912648,flSchoolShooting2018,flSchoolShooting2018,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,": #California school shooting thwarted, multiple guns found in student's home #GunContol"
587,966364420942176257,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Russian bots zeroed in on a survivor of the Florida school shooting who's been targeted by far-right conspiracy the…
588,966363150194036737,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Phoenix man destroys his AR-15 assault rifles after the tragic Florida mass school shooting
589,966362515566419968,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,To keep having as a political commentator after he publicly accused the survivors of the Florida…
590,966357581844418561,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A survivor of last week's school shooting in Florida has denied claims he is an actor with an anti-gun agenda…
591,966356766819848192,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,People who support the try to excuse the NRA’s behavior with excuses like “No mass shooting has been done by a…
592,966349441652461569,flSchoolShooting2018,flSchoolShooting2018,"['Hashtags', 'PastNews', 'Discussion']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,If true that you liked a tweet by a conspiracy theorist Thomas Paine that the school shooting is fa…
593,966341283131269120,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,. on #Periscope: Survivors of the Florida school shooting are marching for gun control in the state ca…
594,966340543738466304,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Sentiment']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,School Shooting&amp;apos;s Survivors Cry As Florida House Rejects Talks On Assault Weapon Ban
595,966339739371622400,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,School shooting survivor knocks down 'crisis actor' claim
596,966338912447852544,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion', 'KnownAlready']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Oh look at all the little #demoCONS! Florida School Shooting Survivors To March On State Capitol For Tougher Gun La…
597,966335112374726656,flSchoolShooting2018,flSchoolShooting2018,"['Hashtags', 'PastNews', 'Discussion']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,So let me get this straight? Republicans who take literally millions from the #NRA are upset that school shooting s…
598,966326483454185472,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: this is in response to the left giving teenagers this phony platform after the school shooting. The left knows they're e…
599,966322116101537794,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: now perfect attendance and A B honor students lose it all because people think its a joke to talk about shooting up a sc…
600,964709623080148992,flSchoolShooting2018,flSchoolShooting2018,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,: Sheriff Grice addresses Ledford High School shooting threat
601,964704250348691456,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Sentiment', 'Discussion']",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,": ""If I don't make it, I love you."" Harrowing text messages sent during Florida school shooting - why do we continue to expo…"
602,964703363370758145,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: Trump Visits Florida Hospital to Pay Respects After School Shooting
603,964690473964261376,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'Factoid', 'Hashtags', 'PastNews', 'Discussion']",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,: An Emotional Shep Smith Lists Every Fatal School Shooting Since Columbine #SmartNews
604,964685600879243267,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Analysis | No, there haven’t been 18 school shootings in 2018. That number is flat wrong."
605,964685029094903813,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion', 'KnownAlready']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,{ 2018/02/17 The president and First Lady landed in Florida and visited the hospital where…
606,964679859384528896,flSchoolShooting2018,flSchoolShooting2018,['Irrelevant'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Police: Grandmother stops school shooting by grandson in Washington state
607,964678647729700864,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Sentiment']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Better idea: every time a child dies in a school shooting, you should cut off the finger of a Congre…"
608,964676392997785600,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Grief and anger as Florida prepares to bury victims of school massacre | Article [AMP] | Reuters
609,964671928484024320,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: 17 dead in Florida High School shooting- America must face its Demons now
